"
	Assigning Multiple Freelancers to a Contract
","Apr 17, 2020  09:11:01 PM","
Good day, I have been working on Upwork as an individual freelancer and have recently started an agency with my colleague (we'd like to be able to deploy each other's expertise collaboratively). This is our first foray into using an agency account. After extensive research, I have concluded that it is not possible to assign hourly contracts to be logged by multiple freelancers in one agency (although it is possible to do this internally with fixed-rate contracts). Is this understanding correct? If so, I'd like to strongly suggest that Upwork make progress on adjusting this functionality to align with the way agencies actually perform and bill work. I came across posts as old as almost a year with people complaining about this. If I indeed understand this correctly, I'm not certain I wish to retain our agency account, as the benefit seems limited relative to simply purchasing Freelancer Plus (which at least comes with monthly connects).  Any thoughts or suggestions would be appreciated. Thank you!
"
"
	How to add proper billing details of the person I'm working with at Upwork?
","May 10, 2021  10:22:30 AM","
Since a year I was working with one freelancer at Upwork and happy to continue to work with him still.The problem is his billing details went missing since every of the invoices Upwork generates.Apart of the fee invoice that Upwork generates, the normal services invoices are basically FROM a freelancer himself as a person. So I show to my tax/accounting invoices from a private individual/freelancer/enterpreneur, not from an Upwork. And in some countries rise questions who that person is and if they has to apply extra VAT for that. As a result, my accountin/tax dept. doesn't accept those and only reason of acceptance will add 21% extra VAT (Spain) because it is not clear if the freelancer is Spanish (or EU) resident because his billing details are missing or simply forgot to fill in. That's called double taxation and I already have a letter from that freelancer that he is a tax resident from another country to avoid double taxation but his billing details still missing. Is there a way to adjust past invoices with proper billing details or if the freelancer will update them?What if he will refuse to fill his billing details (e.g. he may have own reasons)?I like working with proper people and fast billing via Upwork but the lack of absolute ticket support and direct from freelancers invoices generation are horrible for the companies in some countires.
"
"
	Is it possible to add 2 payoneer accounts to agancy?
","May 10, 2021  09:20:26 AM","
Hi, I'm owner of an agancy and I have 2 teams inside. I added my payoneer accont to default team, but may other admin or manager add own payoneer account to second team? I mean may admin/manager get paid not via my financial account? Or is it possible to have multiple owners in an agency?



					
						Solved!
					
					Go to Solution.



"
"
	Partnership in an Agency (Co-Founders)
","May 9, 2021  09:59:05 PM","
In the recent agency creation webinar by 'Upwork' as per below link:https://www.youtube.com/watch?v=uctgyuWaW20I have found that the Co-Founders of an agency are possible. It is our scenario, we are partners and we desire to start 'Agency' relationship in the Upwork to start selling our own services of 'Data Analytics'. But we don't want to keep one owner as we are two owners and we don't want to degrade the rights of one of us to avoid future problems. Is the relationship of co founders possible in upwork, as claimed in the above video? If yes, then how to achieve it? Unfortunately, I found very little material on the topic and assistance of you guys is awaited, please.
"
"
	Successful Agencies
","May 9, 2021  08:59:25 AM","
I am new to Upwork and want to see a list of Agencies and Freelancers and their descriptions.  Or go to a thread in which a number of agencies/freelancers have replied to as to their success etc.  I want to get more of an overall view of others' success on Upwork.  I have submitted a number of proposals and so far no success.  
"
"
	How to make Agency owner part of all chat rooms by default?
","May 9, 2021  10:24:49 PM","
Hi,I am an agency owner. Earlier, I used to get all the messages for all the communication between clients and my agency members. Recently, we created a new business manager in our agency. Now, I am not part of those communication and only the new business manager is part of them.How to make sure that all three of us (Agency owner, Business manager & Freelancer) are part of the client communication by default? Thank you.Tarun
"
"
	Decrease in number of invites and responses to job posts
","May 9, 2021  09:33:25 PM","
Hi, We have been an agency focused on IoT solutions development since we joined Upwork in 2015. With 121 projects later, we used to get at least one invite per day and the response rate to our job applications were around 60 to 70%. All this suddenly changed in April 2021. We are not getting as many invites - the ones we get are mostly small and irrelevant, we are not getting any response to our bids. The only area where we are getting responses is where the client has a very low budget and where our LoRa-Chirpstack skill matches. Basically we got just one relevant response.From 60 % to nearly 0 is hitting us hard. Just checking if anyone else is facing this issue. Being a company with 30 people working, this sudden change is affecting us badly. We are an end to end IoT solutions development company and anyone chacking our profile can see the number of projects we have done successfully in the area. Now we are not getting any response to bids in the very same area, where clients used to be impressed with the number of projects we had done in IoT. Waiting to hear if anyone else is facing this issue. Thanks, Sheeba  
"
"
	Anti-Agency Bias and how to anticipate it
","May 4, 2021  11:59:11 PM","
Hi there! We are a young startup digital agency, and have founded an agency in Germany as part of our entrepreneurship studies, and have already worked successfully with many local customers. We claim we are young, innovative and flexible, and open to new opportunities and new markets. We are currently considering building our agency on Upwork as well, as this is a very viral platform with many potential areas of activity and customers, and I myself have already had a good experience here as a freelancer.  But now I have read a lot about the aversions many people felt about agencies on Upwork, and I would like to know more about it. I'm not scared to hear your honest opinion and your worst experiences with agencies. Only through this we can anticipate client’s apprehensions to agencies and make sure we deliver the best solutions to the client’s fullest satisfaction.  So: 1. Why clients often want to stay clear of agencies? 2. What are your worst experiences with agencies?3. Why are there agencies still on Upwork, what advantages do they offer customers? I would be very grateful for your honest and ruthless opinion. Perhaps that way we can implement our project more successfully on Upwork, but perhaps we also decide against opening an agency afterwards. Thank you so much!
"
"
	Contract/project not displayed on profile ..
","May 5, 2021  03:12:11 AM","
We are running an Agency and recently awarded a contract. Unfortunately the project not visible on profile. Please assist. Thank you One ALIF Global.
"
"
	work in progress section is blank
","May 7, 2021  11:58:25 AM","
The work in progress shows me a blank area in my ID. Screenshot attached.I also cleared the crashes, log out my ID, and login but still show be blank area. all other section is fine, only this section is blank.Please fix that, 
"
"
	Create agency account is not working
","May 7, 2021  02:58:10 AM","
Dear upwork, I want to upgrade my profile to Agency so that can add multiple people under my team. However, I do not see an option for the same. Can you guide me please? In past the agency account was active but was deactivated later. We want to reactive the same so could you please help us in creating the Agency profile too and later adding members under it? Thank you.
"
"
	Unable to add a member as non-exclusive agent for my agency.
","May 5, 2021  03:07:00 PM","
Unable to add a member as non-exclusive agent for my agency.  I don't see any permission for adding a member. 
"
"
	Having trouble adding a non-exclusive team member to a proposal
","May 6, 2021  09:02:04 AM","
I'm trying to add a non-exclusive team member to the dropdown menu on a job proposal. When I click the dropdown, I do not see his name as selectable. Digging a little deeper, I discovered that if I click his profile by searching the agency team members, his profile looks empty. However, when I find him as a freelancer the profile is built out completely. Did we add him incorrectly as a non-exclusive freelancer to our team?
"
"
	Confirmation of Services
","May 6, 2021  05:19:19 AM","
Hello, In addition to request #31521850:Our legislation obliges us to create acts for the total amount of work performed. We cannot indicate in acts the amount without your commission. So is it possible to sign these I provided, please? or maybe you can give me advice on what I should do, because you have experience of working with belarusian agencies? Thanks youSincerely, Yauhen
"
"
	Adding a non-exclusive freelancer to an agency account
","Apr 1, 2020  07:51:48 AM","
Hello, I'm trying to add a freelancer as a non-exclusive agency member. I receive an error that the freelancer has an existing contract. Is there no way to add this freelancer? Thanks in Advance.
"
"
	% markup of freelancer's rate?
","May 6, 2021  05:11:22 AM","
To all agency owners, may I ask what's your % markup on your freelancer's rate? For example, the freelancer wants $8 per hour, what is an acceptable rate so that I'll get an ROI on Connect expenses, training, online courses, fees, taxes, and my time? Before someone say that I am trying to profit off of the freelancers, of course, it is still business. But I am not trying to be greedy, at the least, I need returns on my investment.  Thank you!
"
"
	Legal Name of Business for W-8Ben
","May 6, 2021  03:37:45 AM","
Hi, I understand that I have to write my business' legal name on the W-8Ben section before I can make withdrawals from my agency. I've only just started my agency but I wanna make sure it won't be a problem in the near future. The thing is, I'm trying to register my agency name as my business name but it's no longer available. Does my agency name have to match my legal business name? Does it have to match what's in my tax information?  Thank you!



					
						Solved!
					
					Go to Solution.



"
"
	Who should to set up the price Freelancer or Business Manager?
","May 5, 2021  07:03:04 AM","
Hi, I recently created an agency and now I work like a Business Manager. I'm looking for a job, write Cover Letter and choose a Freelancer who should do this job. But today I had a situation when somebody on hourly contract replied to Cover Letter and my worker was talking with him. During that conversation the client wanted to know the fixed price for the project, so the worker asked me about the price. But what if I don't want the workers to know the price?Who should talk with a client after the client replied to Cover Letter? Does Upwork have any articles about how to talk with a client if you're under Agency?Thank you!



					
						Solved!
					
					Go to Solution.



"
"
	About multiple team accounts
","May 6, 2021  12:57:49 AM","
We have 4 team members in our Agency on Upwork. And all those accounts are verified and it is from a genuine person. now at some point, it may be possible that I need to access the account of another person. so is that ok ? or this will be against the Upwork guidelines? 



					
						Solved!
					
					Go to Solution.



"
"
	Upwork Agency: Change Name from Business Manager to Project Manager
","May 5, 2021  11:24:40 PM","
Hi!,I was setting up my agency profile and i noticed that my profile is listed under the Business Manager section. I'm more of a Project Manager than a Business Manager. Is there any way that i can change it?I've attached a image describing my query. 
"
"
	Upwork Agency Services
","May 5, 2021  11:20:55 PM","
Hi,I'm currently starting an agency. The agency will focus on DevOps & IT Infrastructure Monitoring.While setting up my services i was unable to find DevOps under the IT & Networking section. I checked the other options as well but cant find it there as well. Can we please add DevOps in the service section as well? I've attached a image to describe my issue. Regards,Ujjwal  
"
"
	The beneficiary name is mismatched
","May 5, 2021  08:22:41 AM","
Hello!This is Nechemya Kanelsky - CEO of AppVesto LLC.Our manager Nikolay Yarovoi, who works as a freelancer, got an error: ""The beneficiary name is mismatched.""According to feedback from the Upwork support team in Request #31114865, I would like to pass validation and solve exist issue.Waiting for the next steps.Thanks in advance. 
"
"
	Billing & payment issue
","May 5, 2021  11:17:44 AM","
The payment was declined against my Master Card!
"
"
	Unable to add freelancer to agency team
","May 5, 2021  09:22:10 AM","
I need to add a freelancer to my Content Solutions Consulting team. Following the instructions, I go to Members & Permissions > Invite New User. On the Invite Users dialog, I add the freelancer's email. An error message appears: ""We were unable to send invitation to such users: .... User has active assignments or offers"" I checked with the freelancer and no assignments or offers should prevent her from joining this team. Does anyone have suggestions to get around this error message?
"
"
	Significant changes in reply rates for the Agency
","May 5, 2021  07:53:09 AM","
Hey freelancer and fellow agencies, Something had happened with replies to job posts being sent from my agency. We've been monitoring our reply rates quite attentively and haven't had a single reply on a job post related to mobile app jobs for about 2 months. We receive 1-2 proposals per week for web development jobs, but these are not our main expertise.  A bit about us:- We're a top-rated agency: https://www.upwork.com/agencies/~019c0c38c401264e32- We currently have a 100% success score- We prepare each proposal individually and adjust to each bit, never send dummy copy-paste proposals - We've experimented lately with different bid tactics, and still no luck. Returned back ""100% working"" templates - still the same- 2-3 months ago, we have had 5-7 replies to job posts per week, which we've considered being our regular results on the platform for a long time now (until recently).- We don't see anything changed in the number of jobs created or us replying, or our rating, or anything else we could think of... Has anyone experienced similar? Maybe we're blocked somehow or need to do anything differently? Any help is much appreciated.  Thanks,StepanCEO CookieDev
"
"
	External Client Reviews
","Sep 28, 2020  03:22:23 AM","
Hello!For the past few years I've been developing a local web developing and content creation agency and now we're moving it to upwork to acces a broader range of clients. I just wanted to know, is there any option through which past clients can give a testimonial on my agency page?  Thank you!
"
"
	Do I need to legally register an agency name in India?
","May 4, 2021  08:05:49 AM","
Hi, I'm a freelancer in India. I want to create a team / agency by adding a couple of other existing upwork freelancers under my team / agency probably as non-exclusive team members. My question is, do I need to legally register the agency name in India or not? As I just want to experiment if this works out for me or not over a period of about 3-4 months, I want to avoid legally registering a company. Please advice. Thank you!
"
"
	My bank declined the withdrawal, but I still can't see my money back to my Upwork account
","May 4, 2021  05:50:47 AM","
Hey, I've requested a withdrawal on Apr 19th, and my bank declined it becuase it had incorrect name listed in there. My bank returned the SWIFT. Now, I still do not see my money back to my Upwork account.How can I get assistance and get this resolved?It's kinda embarrassing I can't even chat/talk to a customer support to get this resolved  
"
"
	Agency Time Logging
","May 1, 2021  05:46:11 PM","
Hello everyone!  Long time listener, first time caller  I have been on Upwork for a while as a freelancer and thinking of creating an Agency. I have a few friends that I feel we could form a good group and get good jobs and work done here. So since I will be the main person on here, I will be the Manager and help them come on (not all are in Upwork yet). My first question that I can't find an answer to is: Ok, if I bring them on to an existing job I have, they will need to be hired through the agency but individually by the client I get that part. For payment. Let's say they charge $10usd/hr. I will be providing some work tools and etc (office, computer, internet, vpn, etc.) and I was thinking of charging $1usd/hr for work they get through the agency. The client would hire and they would see $11 obviously because they would be paying it. My freelancer would see $10 or $11? Or would they negotiate the rate directly? I wouldn't like for my client ""John"" to be negotiating hourly rates with ""Carl"" my freelancer since I would want to make sure we are all paid the same (when on same contracts of course) and I know I would get paid and then distribute for my staff because yes they need to log individual hours (hence the individual hiring through the agency) and no I'm not trying to overbill anyone lol I know it might look that way  but for example if we hire someone else locally for the agency, maybe it's not ideal for them to see that $1usd? Just brainstorming here and thank you for the help!   Sorry if I made it sound a bit confusing lol
"
"
	Can I log in to timer in Upwork freelance profile and agency profile at the same time.?
","May 3, 2021  08:21:26 AM","
I am on upwork for 2 years. I have a small agency as well. I have a freelancer profile on upwork which is associated with my agency profile. I am working for a client for like 8 months now on my freelancer profile and I had another job offer that is colliding with the same time frame of my ongoing job. I suggested to the new client that he can have one of my agency's freelancer onboard and he's ok with it as far as my agency's person meet with his standards and job eligibility. My question is can I have my agency's person hired on my agency's profile when I am hired on the freelancer's profile .? And will we both be able to use the upwork desktop timer at the same time for different works if I am using freelancer profile associated with agency and he's using my main agency's profile .?



					
						Solved!
					
					Go to Solution.



"
"
	Adding to teams
","May 3, 2021  11:16:59 AM","
My team manager wants to add me as an exclusive team member. I don't have any active contracts, still, he is unable to add me. What can we do
"
"
	Cannot add the agency owner to the chat room
","May 3, 2021  10:03:50 AM","
I am the Agency Owner, one of the agency members is in conversation with a client and he is trying to add me to the account but he cannot find my name while adding people to the chat room but he can find another Agency manager.  Is there any setting that needs to be done? Thanks 
"
"
	Unable to close agency profile
","Dec 20, 2020  11:17:04 PM","
Hello,  When I tried to close the agency profile from my account I am unable to process my request and getting No route found for ""GET /agencies/close"" (from ""https://www.upwork.com/ab/agency-settings/"") could you guys please help me with this? 



					
						Solved!
					
					Go to Solution.



"
"
	Teams on Upwork
","May 3, 2021  06:30:42 AM","
Hi, I and my friend just set up an agency and now adding team members. I've heard that each team has its own financial account with Upwork and can withdraw money to a separate account - is that correct?How can I add team members (not inviting to agencies, but directly adding to teams)So that means that that your card doesn't need to be the owner's card to withdraw?



					
						Solved!
					
					Go to Solution.



"
"
	Freelancer cancelled the contract and I want to request a refund
","May 1, 2021  04:31:34 PM","
			
				
					
					
						My freelancer couldn't complete my work and is not skilled to do it. He cancelled the contract and I'm yet to receive my refund from the contract I funded the escrow. How do I apply for it please. Thank you.
					
				
			
			
				
			
			
				
			
			
			
			
			
			
		"
"
	How to invite my Upwork freelancer to work with my Upwork account?
","May 2, 2021  08:34:24 PM","
Hi My operations manager is staffed through Upwork with my sbusiness.  Is there a way to invite that person to my organization?
"
"
	How do you make money as an Agency Owner?
","Feb 22, 2019  03:19:07 PM","
Hello there, I am considering creating an Agency and I have read the basics, however, I have failed to find out information how an Agency Owner can make money from finding jobs to team of freelancers. Often times I have to decline projects due to lack of time or I just simply need assistance in some areas. In a non uncommon scenario (at least in real life) one sub-contract intermediate contractors then you polish the areas where needed to. So, if I charge $50 an hour I would find a freelancer who can do the job, under my supervision for let say $40, earning myself an income of $10 which accounts for finding the job, supervising it and being accountable person. How does it work on the Upwork Agency and how do I income out of the Agency Owner position?



					
						Solved!
					
					Go to Solution.



"
"
	Not able to withdraw funds from upwork account
","May 2, 2021  08:54:06 AM","
Hi,I am trying to withdraw my earnings butgeting this email from upworkHi Aman,We attempted to process your recent payment request but unfortunately it failed.The reason for returned funds is invalid data in the following fields: taxNumber.As a result, the funds have been returned to your Upwork account and we need you to update your payment method for future payments.Though i mentioned my tax number and other info .ThanksAman
"
"
	I want to leave agency but I have two jobs in progress
","May 2, 2021  10:02:41 AM","
Hi,I have two jobs in progress as an agecny member. I want to leave agency because of some reasons from Agency owner. what will be effact. will jobs continue to my profile? Or goes to agecny rights? 
"
"
	Pending Bonus
","May 1, 2021  01:22:41 PM","
Hi Upwork,One of my personal client have agreed to make long time pending payment through upwork, he made two Jobs and Paid $1850 and $2800 respectively(as its looks like) but I am pretty sure that there is some issue with his payment method or he may be scammed me, I don't know to be honest. It shows me that he paid and ended the contract for me, but in my transactions its still showing pending. I have paid the ammount to my developers when Upwork showed me that, it have the payment with him and also showed the reveiw on my profile for my earning. Its being a while its should show me the date but its still pending but I paid to my devs .Can someone help?
"
"
	I forgot Email of my Company Profile
","May 1, 2021  06:28:55 AM","
Help me guys iwas using upworks few years ago but leave it due to some reason **Edited for Community Guidelines** this was my company profile and i want to restore it but i forgot on which email id i create this account how can i restore this.
"
"
	Agency members responding to proposals
","Apr 30, 2021  04:31:02 AM","
Hi there, I tried to start an agency before but had to drop it because when I send proposals, I thought only the business manager can directly communicate with the client. However, what was happening is that the client would respond to the proposal and the freelancer can see it and respond to it. They then talk about the job and the freelancer declines it without negotiating first.  Is there a way that the interview gets through the business manager only? I want to restart the agency but I am not sure how to remedy this problem. Do I have to make them all exclusive members? Thank you!



					
						Solved!
					
					Go to Solution.



"
"
	Agency JSS
","Apr 6, 2021  07:07:31 AM","
Hi, I`m Alexander and I have a question. If I create an agency, and I`m the only member of the agency and I get 4+ contracts with 2+ clients. Will my JSS be 100% if both private and not private reviews are 10/10 and 5/5. WIll my current JSS affect the future JSS of the agency if everything is great for the agency? 



					
						Solved!
					
					Go to Solution.



"
"
	Using work results of associates of our company
","Apr 30, 2021  03:30:43 AM","
Hi there, I tried using Upwork as a Freelancer and I'm happy with it. Now I am planning with my colleagues to move our offline agency on Upwork, because we think, that's an easy way to gain more clients and grow. We also have colleagues in our team, who are self-employed but not on Upwork. And we don't want to force everybody in our team to register on Upwork too and join our Upwork Agency. So the simple question is, as an Upwork Agency, are we allowed to use the work results of our associates, who are not on Upwork? Thank you so much for your help.
"
"
	Hi if i purchase membership plan agency plus, means 20 usd per month, then how many connects we will
","Dec 4, 2019  04:12:06 AM","
Hi if i purchase membership plan agency plus, means 20 usd per month, then how many connects we will get per month?
"
"
	Not able to view transaction history / billing reports
","Apr 29, 2021  05:01:06 PM","
I am not able to view transaction history and billing reports, and I am the sole admin on my account.
"
"
	cant add PayPal on agency account
","Apr 29, 2021  10:20:19 AM","
I have playpal connected to my regular freelanced account, it seems that I cant add the same paypal to agency, how to go about getting payed for the work completed as agency (I own the agency).Thanks.



					
						Solved!
					
					Go to Solution.



"
"
	Freelancer submitting unfinished work
","Apr 28, 2021  06:20:43 PM","
			
				
					
					
						Hello, the freelancer I hired submitted an uncompleted work which I'm totally unsatisfied with also against what we agreed on. He has not sent the files only sent a preview and it's past the deadline almost a month now, I've already funded the milestone and I'm afraid after some time upwork would automatically pay him. I'm thinking of requesting a refund, because I'm beginning to doubt his skills. Or is there a better solution to solve this?
					
				
			
			
				
			
			
				
			
			
			
			
			
			
		"
"
	How to delegate project tasks to agency freelencers?
","Apr 28, 2021  09:33:26 AM","
I've been researching this topic and it seems that the community at large is uncertain how to do this. I could use some clarity in this subject as well to make sure I can grow my business and not inadvertently get kicked off Upwork.The way I understand elements of how an Agency works are the following:The only way to delegate aspects of a project is to have fixed-price contracts, but in hourly the client has to individually hire each freelancer working on the project. This eliminates the purpose in having a team with a manager where the client only has to liaise with the team lead. I understand the legal distinction of an 'Agency' but the fact stands that some contracts are better set as hourly. In my experience from what clients are asking for, this is an option that needs to be added. In effect, the client is hiring the team and it is the team's hourly that is set for the contract. In Upwork's defense, this does seem like a complicated problem to solve.In order for the hourly projects to happen, as I understand it, the freelancers have to be exclusive? I think the main draw to freelancing is the freedom, and I'd love the opportunity to have non-exclusive freelancers on my roster to delegate project aspects as project lead. So this would more or less take on a project/freelancer management feature. From what I gather, this feature was available in the past but was removed from abuse - totally understandable. But we still need an effective way to manage a team with both hourly and fixed-price contracts. Think how law firms have teams of lawyers and bill the clients for all the hours through one contractual relationship (loose analogy). As a software developer, my clients know how the development process works and they know that one can't possibly understand the granular details of a project until we're knee deep. This is why many of my clients prefer hourly - so they know they are providing us with what we're owed. Especially projects that take many months and require delegation to effectively deliver.  Please correct me if I'm misunderstanding how agencies work on Upwork. Currently, I don't see much benefit to having an agency other than 'it looks good' if a significant number of clients want hourly contracts, unless the Agency feature is only made for fixed-price.  Thanks in advance,Jameson EDIT: If anyone has any suggestions or helpful workarounds please comment. I'm always willing to learn.
"
"
	Where to find customer support?
","Apr 28, 2021  01:16:10 AM","
I have used chat support for years, but I just realized there's no chat, phone, or anything in the Help and Support Center. Just a bot who can't help me at all.I have an issue with the payment and don't know how to resolve it. Is there anybody here who can help me? Is there any number or an email for support?
"
