"
	Remove or hide a filled job posting from my public profile
","May 11, 2021  04:04:31 PM","
How do I remove a job I posted that has been filed and completed, from my public profile? I do not want it to show on my public profile so either delete or hide somehow. I do not see any options in the job posting.
"
"
	Don't like the freelancer work, can I cancel without paying?
","May 11, 2021  02:23:17 PM","
The freelancer didn't understand what I want, and have been sending drafts (2) but not as I wanted. Will I have to pay if I don't want to continue the contract? it's a fixed-price contract, all the money in the budget and ""in escrow"", but northing is ""milestone paid"" The budget is $300 and it's in escrow, does that mean if I cancel the money in escrow will go to him and I have to ask for a refund from the freelance and he has the right to accept or refuse to refund it? *he didn't send any final work0 Kudos ReplyAccept As Solution 
"
"
	Transfer account ownership
","May 11, 2021  01:50:43 PM","
Hi, the account owner left our company and we don't know how to transfer the ownership without him. Can anyone help me to change this please? 
"
"
	Getting error message ""Maximum number of job posts allowed...""
","May 11, 2021  01:39:15 PM","
Hi, I am trying to post my job and it is my first job I am posting in a while. I get this error message saying that I reached the maximum number of job posts allowed in a 24-hour period. This is definitely my first post in a 24 hour period so this error is invalid. Tried to change browsers, clear cache/cookies, etc - no help. Any tips or advice? Thanks,Simar
"
"
	I am trying to get hold of the freelancer I hired to get final files of my project:
","May 11, 2021  12:25:10 PM","
I am trying to get hold of the freelancer who I paid close to $2400 and I am still waiting for the final files to be delivered for a website project. I tried contacting him but there is no answer. I sent him messages via WhatsApp and tried calling him---but he is not answering. Any help in this regard is much appreciated. The worst thing is there is no help or support line for me to call Upwork and get this resolved.Thanks
"
"
	My invites are not showing up
","Mar 11, 2020  11:13:02 AM","
I keep inviting users but it doesn't show in my job while my free invites are going down.
"
"
	Upwork  did not support us
","May 11, 2021  09:50:28 AM","
Hey just to let you all know   Upwork did not support us  when we had a problem with a freelance coder.  **Edited for Community Guidelines** promised several times to refund our payment. He stalled out by saying he will refund.   Now it has been too long and Upwork will not do anything about to.    **Edited for Community Guidelines** seems to be an ok  coder but has no moral ethics or will not stay true to his word.
 
**Edited for Community Guidelines**   -5 Star Rating.
"
"
	Client account (mine) is temporary hold
","May 10, 2021  11:28:29 AM","
Good evening, I am writing about a problem.I posted a job, found a developer that met the requirements, deposited the full amount of the job on Saturday, just now, when the freelancer went to accept the offer, the system tells him that my account is temporary hold.Please can someone tell me how to unlock?I made the payment through paypal and on paypal it shows successful on the account.Leaving aside the unprofessional figure made, how can it be solved?Thanks
"
"
	We are unable to authorize your card. Please add another billing method or contact your issuing bank
","Jun 25, 2018  05:14:32 AM","
I tried to attach to my mastercard in payment method but its showing unable to authorize your card.How can I resolve this issue
"
"
	premium job post refund
","May 11, 2021  03:09:01 AM","
How to get a refund of money of the premium job post?I accedently took the premium job post, and deleted the job without talking or even watching any of the freelancers offers and I thought that would be the only option for refund because there's no option in the help services so I repost it again. Can I please get a refund for the premium post? I didn't know that you would charge per job post
"
"
	Your financial account  has been suspended
","May 11, 2021  12:13:43 AM","
Your financial account - (39952901) - has been suspended due to issues with payment methods on file. Please update payment methods to restore full functionality to your account. I have two payment methods that are working.  I am not able add any amount now.  How do I contact customer support?
"
"
	Freelancer performance claims and guarantees - TOS
","May 10, 2021  10:15:47 PM","
Wondering if anyone can point me to the section of the TOC the may deal with advertised performance guarnatees.  We have recently had a problem with a freelancer/agency who clearly advertising a performance guarantee or refund of paid fees. I confirmed this with the freelancer prior to starting the contract and have excalated to upwork support. Currently its an ongoing mediation process.  But I would have to assume that freelancer would be subject to certain terms of service with respect to what they advertise on their profiles and the claims they make to obtain contracts.  If not what would be the best course of action or recourse to deal with this specific situation.  bottom line freelancer made claims based on performance, and confirmed the refund policy in messages. Could not execute and provide the results and not is refusing to honor the guarnatee.  Very frusterating experience so far, i;m sure this is a one off. But either way i'd like to deal with this promptly.  Tahank you in advance for any advise that you can provde,   
"
"
	Calling all MUSIC clients! (Some advice.)
","Jan 12, 2020  08:16:04 PM","
I'm just gonna be straightforward, and hopefully UpWork doesn't take this down. 
 
Some of us out here work in the music industry. We are basically on UpWork to fill in the ""gaps"" during certain seasons or to rack up a savings in a short time. Whatever the reason, we are HERE.
 
**edited for Community Guidelines**
 
Here's how you can help yourselves: 

Provide - in your job/task description - your artist name, band name, stage name (whatever the case may be...) so we can check you out. Don't worry - we'll make our way back here to UpWork for pay and parameters (TRUST me, because we want the protection too!). But, I can't tell you how many times I've submitted a proposal for an artist who later turned out to be not my niche genre. YES, that matters in terms of integrity and doing YOU justice. For instance, I only do pop, pop/hip-hop...and I dabble in pop/rap and a tiny bit of pop/EDM. YOU DON'T WANT ME REPPING YOUR COUNTRY BRAND, then...now do you? Ignore my credentials; trust me, you don't. Granted, there are things that are across the board regardless of genre, sure. But PLEASE for the love of your career, choose someone who lives and breathes that genre!
Choose someone with music industry credentials, not just the freelancer who will do the job for the least amount of money. Be willing to pay for quality and industry-specific knowledge, please! For instance, I come to you as someone:-with Artist Management experience-with Booking Agent experience (in MUSIC)-with Producer Placement experience (A&R, major labels)-working on my MBA in Music Business (SNHU/Berklee College of Music, '21)-who is an Official Member of The Recording Academy (the GRAMMYs)-with a strong (A+ list) network of connections I'm personally acquainted or friends withYeah, it's CLOUT. But still, please don't choose someone to represent you or your brand if they don't even know what half of that clout even *means....

This concludes my TED Talk. Thank you.  
"
"
	Furious that's it's impossible to contact support
","May 9, 2021  05:25:42 AM","
Furious that's it's impossible to contact support. I send 100K+ a year on this site, and they can't be bothered to have a support email?I even tried the support bot but it says all the time: "" I'm checking for available support options for you. This shouldn't take too long. If you don't see your options in a few seconds, please refresh your page."" So sad that always when companies become big their customers services goes down the drain. 
"
"
	Message tab at top shows unread messages but there are none
","May 10, 2021  08:03:12 AM","
My Messages at the top of my screen shows 41 unread messages yet I have viewed all of the messages that I have access to(6 pages). How can I clear this? 
"
"
	My client account disappeared
","May 10, 2021  01:25:23 PM","
I have no idea what happened. After logging into my account, I don't see my client account, which I've used for few years with over $20,000 transactions. I'm extremely dissatisfied with Upwork for not being able to contact support directly.
"
"
	Is still there an option to direct message candidates?
","Jul 22, 2020  02:42:38 PM","
Hi! I was wondering whether there are any limitations to the Direct Messages feature. I just went through the tutorial article and it doesn't say anything about it. but I'm looking at a profile and can't find a way to Message the candidate. It only says Hire or Invite. Thanks!



					
						Solved!
					
					Go to Solution.



"
"
	How to pay freelancer after I ended a contract
","May 9, 2021  03:45:44 PM","
Hi there, I ended my contract earlier, this is an hourly job and my freelancer logged 4 hours which he manually submitted. When I ended the contract, I didn't find an option to pay the freelancer.BTW, is Upwork no longer offering customer support? I searched and searched it seems like we are only supposed to go through their documentation to dig into the answers, or talk to the BOT? If neither solves the problem, then we can only rely on the community but there is NOT customer support from Upwork.
"
"
	full time work
","May 10, 2021  08:50:11 AM","
How to hire upwork to work full time with someone?
"
"
	UW freelancer altered my google account into HIS OWN NAME & EMAIL ADDRESS and i cannot get it back.
","Apr 11, 2021  10:29:36 PM","
**Edited for Community Guidelines**
 
Please let me know where and how i can complain about the person on my last job. He is **Edited for Community Guidelines** and has stopped returning my messages about putting a problem right.
 
He altered my google account into his own name and email address and i cannot get it back. I did not EVER give him permission to take over my name and profile.
 
google is not allowing me to change it back to my name which i have had for over 10 years. its now under his name and his gmail account.
 
i am expecting upwork to help rectify this.
 
Thank you,
Charles
"
"
	Cannot provide ID re statement to my home
","May 10, 2021  02:19:55 AM","
ID verification cannot be provided as everything relating to bills is addressed to my Thai wife in Thai language.
No printed bank statements of mine as everything done online
 
Note, I am no longer at **Edited for Community Guidelines** - That no longer exists
 
I have NOT changed my name
 
I think not been to Upwork for a few years
 
My previous passport number if I ever gave it to you is **Edited for Community Guidelines** expired 27 April 2016
 
I have credit card issued by **Edited for Community Guidelines**
 
I have Thai driving licence with My ID same as my current passport
 
Thank you
"
"
	Paypal not verified?
","Mar 31, 2020  09:09:03 PM","
Have been using it for 10+ yrs and now they say it isnt verified.. went to paypal and saw my card was verified. Not sure how to proceed.
"
"
	Upgrade Advanced PROBLEM
","May 10, 2021  12:27:34 AM","
I am not able to upgrade my Upwork plan to Advance.It says: ""verify card"". But my card doesn´t have any problem: I´ve just paid a milestone with my card.I have only one day left before my account is deleted.Can you please help me? 
"
"
	What has happened to the Clients' account? No reporting tools? And what has happened to support?
","May 9, 2021  10:03:32 PM","
I am a freelancer but also had a client's account. I haven't used my Client's account for the last 2 or 3 years. Recently, I wanted to hire some freelancers, so I switched to my client's account, created jobs and hired a few freelancers. But now I realise that all the essential reporting tools like reviewing the timesheets etc are not accessible anymore, unless I upgrade my account for $49/month. Also, there is no way to contact Upwork support. I can't find a contact form, or how to submit a new ticket, although I can find my old tickets - but there is no way to create a new one. So what's happening in Upwork recently?Isn't all the above restrictions an obstacle for clients? How can a client ""buy"" work or ""time"" from a freelancer, without knowing some details of the work and what he is about to pay at the end of the week?I, as a freelancer, am tracking time submitting timesheets... Do they have any value for my clients? *By the way: $49/month + freelancer pro account month fee + all fees on every transaction is a lot of money. 
"
"
	Invites
","May 9, 2021  05:00:42 PM","
I invited several people but they are not showing up on my invited list. it also says I have no more invites. Why are the  invites showing up on  my list?
"
"
	Poor work quality, milestones not delivered
","May 9, 2021  10:59:13 AM","
Hello  I have been having a problem with the freelancer I am working withI was unforutnately unaware of the manual hours policy and feel ripped off.  The freelancer has input ALL their hours as manual and overcharged for the work.Additionally I the website is very slow, ranks very low in terms of website grading and is not optimized for mobile.There are many things that I was expecting the freelancer to be able to do such as integrating the payment gateway and now that we are knees deep into the project the freelancer said that they wont be able to do the task because ""they have never done this before""!. They have taken on alot of the deliverables that they dont seem to know how to do and I have been charged over $700 for a poor quality website when I was expecting to pay approximately half of that price. My main issue is that we are way past the deadline and have lost a significant amount of money doing so. I would like to launch the website ASAP but cannot because we arent able to finalize the website and its quality.I have attempted to communicate my concerns to the freelancer with no use.  I would like someone from upwork to review the hours with the quality of work and I cant seem to be able to get a hold of anybody; I have done a dispute and unfortunately its very difficult for me to communicate with the freelancer.    
"
"
	I can't log in to Upwork in Chrome with google login
","Jun 10, 2020  10:11:34 AM","
Hi, I used to be able to login to Upwork in Chrome with my google login, but now nothing happens when I hit the button for Google login. In the Upwork login screen, it doesn't say that popups are blocked. I also have popups allowed in Chrome Settings. I think this is an issue with the Upwork login screen, rather than just a Chrome issue, though I can login with Edge. Rather than spend more time on this issue, I would like to just get a direct password connected to my User rather than use Google. For that, I need to communicate with a live person. However, there does not appear to be any way to contact a live person with Upwork: as far as I can see, my only choices are the community forum and a chat bot.  Thanks,Tom
"
"
	How to close client account
","Jul 10, 2017  03:35:01 PM","
How do I close my client account?
 
I've been searching all over the website and I've followed the only instructions I could find - it failed and asked me to
**edited for Community Guidelines**
Maybe it's becasue I still have funds in the account I don't know (I presume they'll be refunded on closing!).
 
There's no way I'm calling a US number from Ireland, it'll cost me a fortune.
 
How do I close it?
Kieran
"
"
	changing project duration
","Jul 15, 2020  01:33:58 PM","
hello , i want to know how to change Project Duration, i finish the job post but it didn't give me the option to specify the project duration, it assumes that the project wi take 3-6 months while it should take 2-3 days
"
"
	Billing Method - Credit Card
","May 8, 2021  11:20:37 AM","
Hey,So I recently set up a client profile because I want to hire someone on Upwork.I want to add a billing method but there are a couple of issues. 1) I can't use PayPal because PayPal doesn't work in Pakistan.2) I have a Union pay card (Which is not accepted on Upwork). My brother, on the other hand has a Visa card. Can I enter his card details? I'm more than happy to go through any verification processes.Kind regards,Muhammad  



					
						Solved!
					
					Go to Solution.



"
"
	Need to complain about a freelancer that left malicious code in my system to create a backdoor .
","May 7, 2021  04:47:04 AM","
A freelancer I hired multiple times and who completed work satisfactorily left malicious code on my website enabling them to have a admin username created if theirs was deleted. I found this out a year later when a new developer started some work. I think this was unethical and I want to complain. What is the process.
"
"
	Loose Money in Upwork
","Apr 7, 2021  12:24:07 AM","
I recently hired a fake or unprofessional freelancer. He was charging for doing something out of our work instruction. Eventhough if he did work according to our instruction, he ended up never giving the work nor proof of his works. I've been asking for his work evidence since 4 weeks which has passed by. On the other hand, Upwork has time limited of 4 weeks for dispute. In total, we lost money amounted charged $150 (on $4/hr rate). I can't imagine if he was charging at a much higher rate. So, I personally would want to pay higher to someone who has a unique skill/talent that I need as well as professional. But if he does not have any of that, why would a client pays these guys higher ? Why would a client pays a higher ammount on this platform to a replacedable freelancer where/whom you can pay to in a lower amount ? (asume SAME QUALITY!). p.sDo NOT correlate PRICE with QUALITY in this discussion !, because it is NOT correlated at all what so ever !  It's more about correlation in beetween of PRICE with UNIQUENESS !. So I hope upwork find more freelancers whom are tagged as unique to increase the platform's UX and income !      



					
						Solved!
					
					Go to Solution.



"
"
	I can't activate a milestone
","Apr 22, 2021  12:54:23 AM","
I need to activate a milestone, which I've done dozens of times before, but the system gave me an error and told me to contact customer support. Please help, it is urgent! S
"
"
	How to deduct tax from payment
","May 7, 2016  10:11:37 PM","
Hello,I hired a freelancer for my work and I am based out of India. The freelancer was also based out of India. The due amount was deducted from account in full. However, my accountant came back to me and said this is not legal and I could face penalties for this. I am supposed to deduct 10% from the payment and pay it to the tax authorities here. My question is: how do I set it up so that UpWork automatically debits 10% less from my account? Thanks,Rama 
"
"
	released all amount to freelancer but work is not complete
","May 8, 2021  06:06:34 AM","
I released all the amount to freelancer in advance but work is not complete and quality of work is very poor i requesting for refund but not any response from freelancer side even not giving source file almost 1+ month over 
"
"
	I have a bug on my profile page.
","May 5, 2021  09:01:37 AM","
In the section ""Associated with"" my agency repeats 3 times. I have chat regarding this question with support last week, was promised a resolution and email. Nothing followed still. And now I don't even have an option to contact Customer Support, only a chat bot. I need help on this, please.
"
"
	I paid a freelancer but they did not get the money
","May 7, 2021  11:24:28 AM","
I paid a Freelancer on May 3, 2021. The transaction shows as released in my account, but she says she has not received notice of the money. Can you help me solve this?Thanks!Calee
"
"
	Invitation problems
","May 7, 2021  09:48:46 AM","
Hello, 
I have an account as a freelancer on upwork. I also have a client (not found through Upwork) that I work with separately. He sent me an invitation to join his Upwork team to post a job for him. Everytime I click the invitation I get either nothing, an err message that I've been redirected too many times. I've cleared cookies, enabled Java, removed ad blockers nothing works and It does not make sense as I can log into my personal account just fine. Please help
 
**Edited for community guidelines**
"
"
	Affiliate Program
","Feb 2, 2017  09:49:03 AM","
Hey guys. Any updates on upwork getting an affilaite program? Im looking to advertise a outsourcing site on my new launch..  As a long time user of odesk I would hate to have to recommend a different company.
"
"
	Client inviting me to work on Upwork directly
","May 7, 2021  03:42:03 AM","
			
				
					
					
						I found a client outside of Upwork through cold emailing, and we worked together for over a year. He is happy with my work. The client already has an Upwork account. I would like to ask the client to invite me to work for him through Upwork, so i can get to better my Upwork profile status.. Can the client post a job and invite me directly, even though i am a newbie on the platform? And is that in line with TOS? Thanks
					
				
			
			
				
			
			
				


					
						Solved!
					
					Go to Solution.



"
"
	Membership refund
","May 7, 2021  03:50:43 AM","
			
				
					
					
						Got automatically charged of plus subscription today , would to have a refund thanks
					
				
			
			
				
			
			
				
			
			
			
			
			
			
		"
"
	Pay Freelance every Week/Month
","May 7, 2021  12:43:34 AM","
I have hired a freelancer and want to work with the freelancer for long term. I would like to pay weekly or monthly but for this I have to create milestones. Is their a way I can pay them without creating milestones or a better way.Note: We do not want to go for hourly base contract.
"
"
	Milestone activation failed. Please contact customer support
","May 5, 2021  04:19:23 PM","
Unable to activate milestone. Please advise so that we can continue the project.  
"
"
	""Since start"" time shows error on ""Time & Payment""
","May 6, 2021  10:38:18 PM","
Hi, ""Since start"" time shows error on ""Time & Payment"" on a contracct.Can you check and solve the problem? Have a great day!Thank you! 
"
"
	I received two invoices for the same payment
","May 5, 2021  08:57:18 AM","
Hello.I had received two invoices.Both were created on the same date.Both of them were created on February 21st 2021.Both of them are for the exact same amount: $510Here are their IDs if Upwork stuff wants to check them out:T361643294T361643366Invoice T361643294 was sent by the freelancer I worked with, who actually delivered the service.Invoice T361643366 was sent by Upwork. I assume it refers to that same payment. I didn't pay $510 on that day to any other freelancers.For tax purposes, I need to be declaring every invoice I receive, as a business expense.But in this case, it appears I paid $510 (once), but I have actually received two invoices for this.Can you help me understand how this works?Thanks!



					
						Solved!
					
					Go to Solution.



"
"
	How can I get real support help?  I'm a long-time client (~8+ years now)
","May 6, 2021  03:34:46 PM","
All - I'm trying to get help regarding a freelancer that works for me and issues regarding his account.  However, I've spent almost 30 minutes trying to use the Upwork Help chat/support bot that tells me ""it shouldn't take too long"".   How can I actually reach someone to answer a question?  I don't even see where I can send a question/email to support. Any help would be greatly appreciated.
"
"
	Cannot access Post a Job page
","May 23, 2020  05:20:44 AM","
I have not used Upwork in a few years and I'm trying to post a job but I receive the following error:  ""You don't currently have access to this page. If you have another account, switch to it and try again.""I am signed up as a Freelancer so maybe that is why? If that's the case, how do I change my profile to no longer be a freelancer? Any help on how to post a job would be greatly appreciated. Thanks in advance!



					
						Solved!
					
					Go to Solution.



"
"
	Not happy with the job of my freelancer
","Jul 8, 2018  03:44:50 PM","
Hi everyone, I'm new on upwork and I'm not happy with the job of my freelancer. she had to find me some influencers and I told her to look about in in a specefic way because there is many fake and not good influencers. I'm just checking about what she did and isnt good I have a proof because I went to pay and download some report on other website to check about the first of them who as on my list. Could you please, advice me what can I do ? and also to reduce the amount I have to pay to the freelancer I hired because she didnt do her job properly. Thanks in advance. Cindy.
"
"
	Refund for pay for hour
","May 6, 2021  06:24:38 AM","
I had a contract with a freelancer and I had to cancel it after 20+ hours. The contract was dragging while 2 other freelancers hired for the same job finished their work. The freelancer said he needs 10+ more hours which is way too much for what I need. I ended up with no deliverables, nothing to show for and $360 lost. How do I get a refund for this?  
"
"
	How to get invoices marked with project codes
","May 6, 2021  08:30:03 AM","
Out project is financed through a grant and we have to have all invoices marked with a certain project code. How can we set that up?  
"
"
	Direct Contract - credit card payment reverted
","May 6, 2021  04:57:28 AM","
Hi, I'm trying to do a upwork direct contract payment using a Virtual Business Revolut Credit Card (Visa) bit the payment gets Reverted - not a lack of card funds problem. Last week, doing the thing using the same method it works! Help please,Thanks,Fran
"
"
	Errors when trying to hire
","May 6, 2021  04:51:39 AM","
I am trying to add a bonus to an existing contract and it says Error. Trying to hire a new person for a new job posting, it says error. Anything wrong with my account?
"
"
	We are unable to authorize your card. Please add another billing method or contact your issuing ban
","Apr 10, 2019  09:32:35 AM","
HelloMy bank and VISA confirms everything is OK.at Upwork, I get""We are unable to authorize your card. Please add another billing method or contact your issuing bank.""Please help.
"
"
	Invited freelancer
","Apr 23, 2021  03:53:20 PM","
I invited a freelancer for a project. The invitation was sent but i don't see it. Why can i find the invitation i sent?
"
"
	Cannot Login
","May 5, 2021  03:49:58 PM","
I'm not able to login to my accountt (different account). I am told I need to use Google Authentication, but the Google authentication does not work. Could someone contact me to help?
"
"
	Custom Export Timesheet to Excel..
","Mar 27, 2017  08:48:41 AM","
I want to export all timesheets for all time to do some filtering and analysis. When I do that I get a CSV file that when opened in Excel it has everything in one column. Can't it be formatted to have a column for each field? Date,Year,Month,""Freelancer Name"",Username,Agency,Contract,Activity,""Activity Description"",Memo,Type,""Total Hours"",""Manual Hours"",""Total Charges"",""Manual Charges""
"
"
	You have not activated the Google sign in method for this account.
","Nov 8, 2020  10:53:28 PM","
I already have an account on **Edited for Community Guidelines**. Even posted a job and also done payments twice. And now when I log in it shows me ""You have not activated the Google sign in method for this account. Please choose another sign in method for this email address.""
"
"
	w-9 From UpWork
","Dec 17, 2020  07:07:27 AM","
How do I obtain a W-9 from upwork, not from the freelancer I hired. From Upwork directlly, since all payments made are directly through upwork. Please let me know! Thanks so much! Kait
"
"
	Customer support
","May 5, 2021  11:51:15 AM","
I hate to take up the Community Discussions forum with my petty request, but I have had zero success in resolving an issue.How does one contact a human being associated with upwork?  I have used this service before, and I get emails from them - but now when I need to re-hire, I cannot log in.  It does not recognise any of my emails, or google.  So I set up a new account, and posted a job.  The new account does not show my history of using this before.I have been spun around through the ""Help"" page, and nowhere is there any link to contact anyone.
"
"
	Request for refund of featured job post
","May 5, 2021  11:41:41 AM","
Hi,Unknowingly, I've upgraded to a featured job post. I don't need this feature. Can you assist me how to get a refund? Thanks,KML
"
"
	Can't change my plan
","May 5, 2021  10:57:58 AM","
Hi I am trying to change my membership plan to basic but I can't, can you please help me? I don't want to be charged for the next month. Thanks
"
"
	Form w9 from freelancers
","May 4, 2021  10:05:21 PM","
Hi I'm a client who has hired several Freelancers and I would like to find out how I would go about getting a W9 filled out from those Freelancers. Please let me know what the best course of action is here. Should I ask the freelancer to complete one or does Upwork provide them to me. Thanks,Leo
"
"
	Re: Reactivate closed account
","May 3, 2021  08:47:09 AM","
			
				
					
					
						Hello,Can you please assist with opening my account again?Thanks!
					
				
			
			
				
			
			
				
			
			
			
			
			
			
		"
"
	Customer support email
","Oct 26, 2017  04:36:54 AM","
By accident I chose the option to pay a monthly fee of $25 instead of the 2.75% fee, I'm looking to get a refund but it's impossible to find upwork's cutomer support email
"
"
	Email support, human chat?
","May 5, 2021  06:21:23 AM","
How can I do either of these? 
"
"
	CAN'T LOGIN AS CLIENT BUT ONLY AS A FREELANCER
","May 5, 2021  05:59:50 AM","
it appears I can't login as a client but only as a freelancer.I have tried to change brwoser from chrome to edge but still nothing.any idea on how to solve the issue?
"
"
	BIG SCAM WARNINg
","May 5, 2021  02:59:12 AM","
There is one freelancer ""EXPERT"" that provides site speed solutions for a better SEO score.He deliberately inserts code that makes you think that he did everything right.At first look, it seems perfect and he easily charges 200$-400$ for few quick hours.For the long term, google WILL find the scam in the code and the clients of this freelancer will lose all of their SEO scores. Note- this freelancer uses bad code, and puts much effort to hide it. I was lucky to be spotted by a TRUE EXPERT to locate this scam! (it took him few hours) The worst thing is that I reported to upwork 2 days ago, and they did nothing (yet).this freelancer is still working and accepting 2-3 victims a week. Please help me to reach Upwork and stop this madness!   
"
"
	Billed without my knowledge
","May 5, 2021  03:50:42 AM","
Hi, I posted a job on Upwork about a month ago and I'm not really very familiar with the system here and I haven't even logged in for a long time. A few minutes back, I got an SMS that my credit card has been charged for $49.99 by Upwork. When I logged in to check the details, I found that I was charged a subscription fee of $49.99 by Upwork even without my knowledge. I immediately revoked my subscription but I don't how to get a refund. I couldn't find an email or a place to raise a ticked for the issue. Finally after so many searches, I could get here and so I'm writing. Please refund my subscription fee which was charged accidently without my awareness. I have cancelled the subscription immediately and I don’t' which to avail this service whatsoever it is. Thank you! Best Regards! 
"
"
	Two-factor authentication for EU clients
","Apr 6, 2021  06:42:59 AM","
I have had a milestone declined today as MasterCard automatically declines all payments over 500 euro (roughly 590 dollars) from now on. Their response: Upwork as a platform does not comply with the EU directive called PSD2 which requires two-factor authentication to combat online fraud. Do any of you know if Upwork is going to comply with this in the future? To be fair, the milestone I had trouble with was approved once I split it up in two. But this is just a bit tiring and it's embarrasing not being able to pay freelancers on time.
"
"
	Upwork pulled more money than I approved.
","May 5, 2021  01:35:36 AM","
Upwork pulled $93.22 more than agreed to in our contract, due to the freelancer requesting the full amount on top of the milestone payment (not his fault). I’ve requested a refund, which I expect will be granted, however, I don’t know who to report this to in order to ensure that this will be recovered. Has a similar situation happened to anyone else?
"
"
	Fake Freelancer
","May 4, 2021  11:28:39 PM","
Can somebody tell me how to contact upwork support regarding an expeirence I just had with a fake freelancer claiming to be on e nationality and then being unable to speak that nationality language on the telephone etc? This person whole profile is fake and they are trying to use the location shown on upwork for credibility reasons while actually being from a total different part of the world? How is this possible with upwork checks? We almost fell for this scam but one of my team smelled a rat at the last moment and we pulled out of the contract.
"
"
	How to print an entire Upwork message thread
","Oct 27, 2015  07:15:07 AM","
As a client, I find the messages exchanged between myself and a hired freelancer something that should be preserved offline, either on paper, or as a PDF. The sometimes months of messages that are exchanged can be useful months or years later, if those messages contain details about the operation of a program that is being developed, for example. Things that may have been forgotten during the development can be reviewed if the project's message thread between the client and freelancer can be saved/printed/exported to the client's hard drive. Yet, despite what would seem to be an obvious need, I have failed to find any way to do just that. Simply using Firefox or Chrome's or IE's ""Print"" or ""Save As"" functions, you cannot get the ENTIRE message thread preserved offline. Why is this? Does it make sense to have no option of being able to refer back to an old project's communication/message thread other than by being connected to Upwork's Inbox?



					
						Solved!
					
					Go to Solution.



"
"
	Unable to activate next milestone
","May 4, 2021  11:03:10 PM","
Payment for milestone 1 has been released although I am not able to activate the next milestone. 
"
"
	Change a previous review
","May 4, 2021  05:32:46 PM","
Hello,
 
I have hired an agency to build a new platform from me back at the end of 2019, we started working on upworks and after about 6 month they asked to be payed outside of upworks.
I have provided a great review which they wrote them selfs, a year and a half later they still did not finish the project and lied throughout the process, I have spent about $150,000 and nothing to show for. I would like to report them and change my review for**Edited for community guidelines**agency. Once i have told them that i will no longer work with them and i will look for a different company they have turned nasty and rude.
"
